timestamp,airport_code,airport_name,latitude,longitude,temperature,feels_like,humidity,wind_speed,wind_direction,wind_direction_symbol,gust_speed,pressure,precipitation,rain_probability,snow_probability,uv_index,dewpoint,visibility,cloud,condition,condition_code
2024-08-14 20:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,28.5,32.8,76,10.1,195,SSW,10.6,1007.0,0.0,0,0,0.0,23.9,10.0,51,Partly cloudy,1003
2024-08-14 21:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,28.1,32.2,78,10.4,200,SSW,11.1,1008.0,0.0,45,0,0.0,23.9,10.0,45,Partly cloudy,1003
2024-08-14 22:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,27.8,31.8,80,9.0,214,SW,9.2,1008.0,0.0,45,0,0.0,24.0,10.0,40,Partly cloudy,1003
2024-08-14 23:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,27.3,31.2,82,9.4,221,SW,9.4,1009.0,0.0,0,0,0.0,24.0,10.0,23,Clear,1000
2024-08-15 00:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,27.5,31.1,80,10.4,237,WSW,9.9,1008.0,0.0,0,0,0.0,23.6,10.0,76,Cloudy,1006
2024-08-15 01:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,27.2,30.9,81,9.4,230,SW,8.7,1008.0,0.0,45,0,0.0,23.7,10.0,62,Partly cloudy,1003
2024-08-15 02:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,27.0,30.7,83,7.6,222,SW,6.9,1007.0,0.01,45,0,0.0,23.8,10.0,64,Patchy rain possible,1063
2024-08-15 03:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,26.8,30.4,84,6.8,214,SW,6.3,1007.0,0.02,45,0,0.0,23.9,10.0,67,Patchy rain possible,1063
2024-08-15 04:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,26.5,30.0,86,6.5,210,SSW,6.0,1007.0,0.0,45,0,0.0,24.0,10.0,23,Clear,1000
2024-08-15 05:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,26.0,29.4,89,5.4,213,SSW,5.2,1007.0,0.0,0,0,0.0,24.0,10.0,26,Partly cloudy,1003
2024-08-15 06:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,25.9,29.3,89,4.3,204,SSW,4.2,1008.0,0.0,0,0,7.0,24.0,10.0,30,Partly cloudy,1003
2024-08-15 07:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,27.1,31.0,84,6.8,227,SW,5.5,1008.0,0.0,0,0,7.0,24.2,10.0,25,Partly cloudy,1003
2024-08-15 08:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,28.7,33.3,76,9.7,233,SW,7.2,1009.0,0.0,0,0,7.0,24.2,10.0,48,Partly cloudy,1003
2024-08-15 09:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,30.5,35.7,68,10.4,242,WSW,7.5,1009.0,0.0,45,0,8.0,23.9,10.0,53,Partly cloudy,1003
2024-08-15 10:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,32.0,37.5,61,11.5,247,WSW,8.2,1008.0,0.02,45,0,7.0,23.5,10.0,59,Patchy rain possible,1063
2024-08-15 11:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,33.3,39.0,55,11.9,247,WSW,8.5,1008.0,0.31,100,0,7.0,23.2,2.0,91,Light drizzle,1153
2024-08-15 12:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,34.3,39.9,51,12.6,251,WSW,9.1,1007.0,0.03,45,0,7.0,22.7,10.0,100,Patchy rain possible,1063
2024-08-15 13:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,33.5,38.6,53,13.3,251,WSW,10.1,1006.0,0.04,45,0,7.0,22.5,10.0,86,Patchy rain possible,1063
2024-08-15 14:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,32.5,37.8,58,11.9,252,WSW,10.2,1005.0,0.21,100,0,7.0,23.1,5.0,67,Patchy light drizzle,1150
2024-08-15 15:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,32.0,37.3,60,12.6,244,WSW,11.1,1005.0,0.02,45,0,7.0,23.3,10.0,61,Patchy rain possible,1063
2024-08-15 16:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,31.8,37.1,61,13.0,236,WSW,11.4,1004.0,0.01,45,0,7.0,23.4,10.0,78,Patchy rain possible,1063
2024-08-15 17:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,31.5,36.7,63,10.4,233,SW,9.8,1004.0,0.0,45,0,8.0,23.5,10.0,56,Partly cloudy,1003
2024-08-15 18:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,30.6,35.4,66,9.4,235,SW,10.0,1005.0,0.06,45,0,7.0,23.5,10.0,77,Patchy rain possible,1063
2024-08-15 19:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,30.1,34.6,67,9.7,235,SW,10.3,1005.0,0.0,0,0,0.0,23.3,10.0,46,Partly cloudy,1003
2024-08-15 20:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,29.6,34.0,70,9.7,227,SW,10.0,1006.0,0.0,0,0,0.0,23.4,10.0,52,Partly cloudy,1003
