timestamp,airport_code,airport_name,latitude,longitude,temperature,feels_like,humidity,wind_speed,wind_direction,wind_direction_symbol,gust_speed,pressure,precipitation,rain_probability,snow_probability,uv_index,dewpoint,visibility,cloud,condition,condition_code
2024-08-13 21:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,27.4,31.4,82,11.5,224,SW,12.1,1009.0,0.0,0,0,0.0,24.1,10.0,28,Partly cloudy,1003
2024-08-13 22:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,27.0,30.8,84,10.4,229,SW,10.8,1009.0,0.0,0,0,0.0,24.0,10.0,27,Partly cloudy,1003
2024-08-13 23:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,26.7,30.4,85,9.4,225,SW,9.5,1009.0,0.0,0,0,0.0,24.1,10.0,27,Partly cloudy,1003
2024-08-14 00:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,26.7,30.2,84,10.1,239,WSW,10.5,1009.0,0.0,0,0,0.0,23.8,10.0,28,Partly cloudy,1003
2024-08-14 01:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,26.4,29.8,86,9.4,240,WSW,9.7,1008.0,0.0,0,0,0.0,23.8,10.0,23,Clear,1000
2024-08-14 02:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,26.2,29.6,87,7.9,240,WSW,8.2,1008.0,0.0,0,0,0.0,23.9,10.0,28,Partly cloudy,1003
2024-08-14 03:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,26.1,29.4,88,7.9,240,WSW,8.2,1008.0,0.0,0,0,0.0,23.9,10.0,12,Clear,1000
2024-08-14 04:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,25.9,29.2,89,7.2,241,WSW,7.4,1008.0,0.0,0,0,0.0,23.9,10.0,16,Clear,1000
2024-08-14 05:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,25.7,29.0,90,5.4,237,WSW,5.6,1008.0,0.0,0,0,0.0,23.9,10.0,20,Clear,1000
2024-08-14 06:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,25.8,29.0,90,6.1,229,SW,6.2,1008.0,0.0,0,0,7.0,24.0,10.0,21,Sunny,1000
2024-08-14 07:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,26.9,30.8,85,6.1,231,SW,5.1,1009.0,0.0,0,0,7.0,24.2,10.0,22,Sunny,1000
2024-08-14 08:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,28.5,33.1,78,8.3,227,SW,6.1,1009.0,0.0,0,0,7.0,24.2,10.0,46,Partly cloudy,1003
2024-08-14 09:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,30.1,35.0,69,9.4,228,SW,6.7,1009.0,0.0,45,0,8.0,23.8,10.0,58,Partly cloudy,1003
2024-08-14 10:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,31.5,36.7,62,9.4,231,SW,6.7,1009.0,0.02,45,0,7.0,23.3,10.0,69,Patchy rain possible,1063
2024-08-14 11:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,32.8,38.2,57,10.1,234,SW,7.2,1008.0,0.03,45,0,7.0,23.1,10.0,76,Patchy rain possible,1063
2024-08-14 12:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,33.5,38.8,53,10.1,234,SW,7.2,1007.0,0.0,45,0,7.0,22.7,10.0,93,Overcast,1009
2024-08-14 13:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,34.0,39.2,51,9.7,236,WSW,7.0,1006.0,0.0,45,0,7.0,22.4,10.0,71,Cloudy,1006
2024-08-14 14:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,34.4,39.5,49,9.4,246,WSW,6.7,1005.0,0.0,45,0,8.0,22.1,10.0,44,Partly cloudy,1003
2024-08-14 15:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,33.6,39.2,54,8.6,238,WSW,6.8,1005.0,0.09,45,0,7.0,22.9,10.0,100,Patchy rain possible,1063
2024-08-14 16:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,30.8,36.1,67,9.0,215,SW,8.1,1005.0,0.28,100,0,7.0,23.9,10.0,55,Light rain shower,1240
2024-08-14 17:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,30.2,35.6,71,9.4,199,SSW,8.9,1005.0,0.18,100,0,7.0,24.4,9.0,83,Patchy rain possible,1063
2024-08-14 18:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,29.6,34.7,74,9.7,189,S,9.9,1006.0,0.01,45,0,6.0,24.3,10.0,81,Patchy rain possible,1063
2024-08-14 19:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,29.0,33.6,75,9.4,189,S,9.9,1006.0,0.0,0,0,0.0,24.1,10.0,59,Partly cloudy,1003
